NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMMJJ;RR;QRR;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;TM;QTM;TNTXM;QTNTXM;TAMPLI;QTAMPLI;TNSOL;QTNSOL;TN50;QTN50;DG;QDG;FFM;QFFM;FF2M;QFF2M;FXY;QFXY;DXY;QDXY;HXY;QHXY;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230101;0.0;1;2.7;1;;;19.5;1;;;;;11.1;1;16.8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230102;2.2;1;4.0;1;;;12.5;1;;;;;8.3;1;8.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230103;1.1;1;3.0;1;;;9.5;1;;;;;6.3;1;6.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230104;0.0;1;-3.0;1;;;9.5;1;;;;;3.3;1;12.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230105;0.0;1;-2.5;1;;;10.5;1;;;;;4.0;1;13.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230106;0.0;1;-3.0;1;;;11.0;1;;;;;4.0;1;14.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230107;0.0;1;-2.5;1;;;12.0;1;;;;;4.8;1;14.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230108;7.2;1;0.5;1;;;9.0;1;;;;;4.8;1;8.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230109;11.8;1;0.5;1;;;2.5;1;;;;;1.5;1;2.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230110;0.0;1;-2.5;1;;;8.5;1;;;;;3.0;1;11.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230111;2.6;1;-1.5;1;;;6.0;1;;;;;2.3;1;7.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230112;0.0;1;-2.5;1;;;10.0;1;;;;;3.8;1;12.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230113;0.0;1;-3.0;1;;;9.5;1;;;;;3.3;1;12.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230114;0.0;1;-3.0;1;;;16.5;1;;;;;6.8;1;19.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230115;4.1;1;-0.5;1;;;4.5;1;;;;;2.0;1;5.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230116;28.5;1;-6.0;1;;;1.0;1;;;;;-2.5;1;7.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230117;6.3;1;-0.5;1;;;2.5;1;;;;;1.0;1;3.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230118;8.3;1;-3.5;1;;;2.5;1;;;;;-0.5;1;6.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230119;18.0;1;-4.5;1;;;5.0;1;;;;;0.3;1;9.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230120;0.0;1;-4.0;1;;;1.0;1;;;;;-1.5;1;5.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230121;10.1;1;-8.5;1;;;-4.0;1;;;;;-6.3;1;4.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230122;1.6;1;-8.5;1;;;-2.0;1;;;;;-5.3;1;6.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230123;0.2;1;-7.0;1;;;-3.5;1;;;;;-5.3;1;3.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230124;2.2;1;-10.0;1;;;-3.0;1;;;;;-6.5;1;7.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230125;0.0;1;-10.0;1;;;5.0;1;;;;;-2.5;1;15.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230126;0.0;1;-9.5;1;;;0.0;1;;;;;-4.8;1;9.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230127;0.6;1;-8.0;1;;;-1.0;1;;;;;-4.5;1;7.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230128;1.0;1;-5.5;1;;;-2.5;1;;;;;-4.0;1;3.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230129;0.0;1;-5.0;1;;;3.5;1;;;;;-0.8;1;8.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230130;0.0;1;-11.5;1;;;6.5;1;;;;;-2.5;1;18.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230131;0.0;1;-1.0;1;;;8.5;1;;;;;3.8;1;9.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230201;0.0;1;-8.5;1;;;9.0;1;;;;;0.3;1;17.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230202;0.0;1;-7.5;1;;;9.0;1;;;;;0.8;1;16.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230203;0.0;1;-7.0;1;;;9.5;1;;;;;1.3;1;16.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230204;0.0;1;-4.5;1;;;11.5;1;;;;;3.5;1;16.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230205;2.2;1;-5.0;1;;;9.5;1;;;;;2.3;1;14.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230206;0.2;1;-6.0;1;;;4.0;1;;;;;-1.0;1;10.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230207;0.0;1;-4.5;1;;;5.5;1;;;;;0.5;1;10.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230208;0.0;1;-6.0;1;;;8.0;1;;;;;1.0;1;14.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230209;0.0;1;-6.5;1;;;6.0;1;;;;;-0.3;1;12.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230210;0.0;1;-9.0;1;;;10.0;1;;;;;0.5;1;19.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230211;0.0;1;-7.0;1;;;12.5;1;;;;;2.8;1;19.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230212;0.0;1;-6.0;1;;;13.5;1;;;;;3.8;1;19.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230213;0.0;1;-4.5;1;;;15.0;1;;;;;5.3;1;19.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230214;0.0;1;-3.0;1;;;14.5;1;;;;;5.8;1;17.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230215;0.0;1;-2.5;1;;;13.5;1;;;;;5.5;1;16.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230216;0.0;1;-4.0;1;;;14.0;1;;;;;5.0;1;18.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230217;0.0;1;-3.5;1;;;15.8;1;;;;;6.2;1;19.3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230218;0.0;1;-1.4;1;;;17.4;1;;;;;8.0;1;18.8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230219;0.0;1;-1.7;1;;;12.0;1;;;;;5.2;1;13.7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230220;0.0;1;-1.4;1;;;18.5;1;;;;;8.6;1;19.9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230221;0.0;1;1.8;1;;;15.5;1;;;;;8.7;1;13.7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230222;9.5;1;0.5;1;;;9.0;1;;;;;4.8;1;8.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230223;10.2;1;0.0;1;;;10.0;1;;;;;5.0;1;10.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230224;0.0;1;0.0;1;;;7.0;1;;;;;3.5;1;7.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230225;7.0;1;-3.5;1;;;4.0;1;;;;;0.3;1;7.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230226;3.5;1;-2.0;1;;;0.0;1;;;;;-1.0;1;2.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230227;5.0;1;-8.0;1;;;-1.5;1;;;;;-4.8;1;6.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230228;0.0;1;-9.0;1;;;-0.5;1;;;;;-4.8;1;8.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230301;0.5;1;-5.5;1;;;4.0;1;;;;;-0.8;1;9.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230302;2.1;1;-5.0;1;;;3.5;1;;;;;-0.8;1;8.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230303;0.0;1;-3.0;1;;;6.0;1;;;;;1.5;1;9.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230304;0.0;1;-5.5;1;;;10.0;1;;;;;2.3;1;15.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230305;0.0;1;-6.0;1;;;12.5;1;;;;;3.3;1;18.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230306;0.0;1;-4.5;1;;;9.5;1;;;;;2.5;1;14.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230307;1.2;1;-5.0;1;;;15.5;1;;;;;5.3;1;20.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230308;2.1;1;-0.5;1;;;20.5;1;;;;;10.0;1;21.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230309;2.9;1;1.5;1;;;18.5;1;;;;;10.0;1;17.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230310;2.3;1;0.5;1;;;13.5;1;;;;;7.0;1;13.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230311;22.0;1;7.0;1;;;12.0;1;;;;;9.5;1;5.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230312;0.0;1;8.0;1;;;15.0;1;;;;;11.5;1;7.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230313;25.2;1;5.0;1;;;23.5;1;;;;;14.3;1;18.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230314;3.4;1;3.5;1;;;7.5;1;;;;;5.5;1;4.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230315;0.0;1;1.0;1;;;14.5;1;;;;;7.8;1;13.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230316;0.0;1;0.5;1;;;25.5;1;;;;;13.0;1;25.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230317;0.0;1;0.0;1;;;21.0;1;;;;;10.5;1;21.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230318;4.7;1;1.5;1;;;12.5;1;;;;;7.0;1;11.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230319;0.0;1;4.0;1;;;12.5;1;;;;;8.3;1;8.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230320;0.0;1;-2.0;1;;;14.0;1;;;;;6.0;1;16.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230321;0.0;1;-2.0;1;;;17.5;1;;;;;7.8;1;19.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230322;0.0;1;0.5;1;;;21.0;1;;;;;10.8;1;20.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230323;0.0;1;5.0;1;;;24.5;1;;;;;14.8;1;19.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230324;1.7;1;6.5;1;;;17.0;1;;;;;11.8;1;10.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230325;0.0;1;-0.5;1;;;18.0;1;;;;;8.8;1;18.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230326;8.7;1;1.0;1;;;12.0;1;;;;;6.5;1;11.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230327;1.8;1;1.0;1;;;10.5;1;;;;;5.8;1;9.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230328;0.0;1;-2.5;1;;;21.0;1;;;;;9.3;1;23.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230329;0.0;1;5.0;1;;;25.5;1;;;;;15.3;1;20.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230330;0.0;1;4.0;1;;;20.0;1;;;;;12.0;1;16.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230331;0.0;1;5.0;1;;;14.0;1;;;;;9.5;1;9.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230401;13.1;1;5.0;1;;;12.5;1;;;;;8.8;1;7.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230402;29.5;1;0.0;1;;;4.0;1;;;;;2.0;1;4.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230403;2.7;1;0.0;1;;;8.0;1;;;;;4.0;1;8.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230404;0.0;1;-1.0;1;;;12.0;1;;;;;5.5;1;13.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230405;0.0;1;-4.5;1;;;14.5;1;;;;;5.0;1;19.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230406;0.0;1;-4.5;1;;;14.5;1;;;;;5.0;1;19.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230407;0.0;1;-1.5;1;;;18.5;1;;;;;8.5;1;20.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230408;0.0;1;-0.5;1;;;18.0;1;;;;;8.8;1;18.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230409;0.0;1;0.0;1;;;21.0;1;;;;;10.5;1;21.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230410;0.0;1;0.0;1;;;20.0;1;;;;;10.0;1;20.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230411;0.0;1;2.0;1;;;18.0;1;;;;;10.0;1;16.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230412;8.6;1;2.0;1;;;15.0;1;;;;;8.5;1;13.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230413;8.7;1;-0.5;1;;;7.5;1;;;;;3.5;1;8.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230414;14.0;1;0.5;1;;;12.0;1;;;;;6.3;1;11.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230415;3.2;1;4.5;1;;;9.5;1;;;;;7.0;1;5.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230416;0.0;1;1.5;1;;;12.5;1;;;;;7.0;1;11.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230417;1.6;1;-1.0;1;;;15.0;1;;;;;7.0;1;16.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230418;0.0;1;-2.0;1;;;13.5;1;;;;;5.8;1;15.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230419;0.0;1;-0.5;1;;;19.0;1;;;;;9.3;1;19.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230420;0.0;1;-0.1;1;;;20.0;1;;;;;10.0;1;20.1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230421;0.0;1;2.5;1;;;24.0;1;;;;;13.3;1;21.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230422;0.5;1;2.5;1;;;18.0;1;;;;;10.3;1;15.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230423;9.2;1;1.0;1;;;18.0;1;;;;;9.5;1;17.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230424;1.7;1;1.0;1;;;17.0;1;;;;;9.0;1;16.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230425;4.7;1;2.5;1;;;14.0;1;;;;;8.3;1;11.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230426;0.8;1;9.0;1;;;21.0;1;;;;;15.0;1;12.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230427;0.0;1;9.0;1;;;25.0;1;;;;;17.0;1;16.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230428;0.0;1;8.0;1;;;28.0;1;;;;;18.0;1;20.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230429;37.0;1;8.5;1;;;20.0;1;;;;;14.3;1;11.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230430;1.0;1;9.0;1;;;12.0;1;;;;;10.5;1;3.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230501;0.0;1;;1;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230502;0.0;1;;1;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230503;0.0;1;;1;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230504;0.0;1;;1;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230505;0.0;1;;1;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230506;2.0;1;;1;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230507;6.6;1;;1;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230508;0.0;1;;1;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230509;7.6;1;;1;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230511;;1;;1;;1;13.6;1;1249;9;7.1;1;;;;;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 09023002;ASCOU LAVAIL;42.723833;1.895167;1100;20230512;;9;3.8;1;348;9;11.2;1;1430;9;5.9;1;7.5;1;7.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
